Total execution time:,
k=,0.014
0.012,
0.019,
0.012,
,
k=,0.017
0.015,
0.023,
0.013,
,
k=,0.024
0.027,
0.027,
0.017,
,
k=,0.021
0.02,
0.02,
0.023,
,
k=,0.030
0.024,
0.024,
0.043,
,
k=,0.035
0.036,
0.035,
0.035,
,
k=,0.071
0.065,
0.059,
0.09,
,
k=,0.138
0.148,
0.135,
0.131,
,
k=,0.467
0.463,
0.463,
0.475,
,
k=1,2.447
2.433,
2.449,
2.459,
