Total execution time:,
k=,0.017
0.016,
0.025,
0.011,
,
k=,0.012
0.012,
0.012,
0.012,
,
k=,0.023
0.024,
0.017,
0.027,
,
k=,0.026
0.029,
0.025,
0.025,
,
k=,0.092
0.086,
0.106,
0.083,
,
k=,3.485
3.464,
3.447,
3.543,
,
k=,10.000
