Total execution time:,
K=1,0.014
0.012,
0.012,
0.019,
,
K=2,0.013
0.013,
0.013,
0.013,
,
K=3,0.017
0.014,
0.024,
0.014,
,
K=4,0.015
0.015,
0.015,
0.015,
,
K=5,0.018
0.018,
0.018,
0.018,
,
K=6,0.026
0.038,
0.02,
0.02,
,
K=7,0.040
0.047,
0.046,
0.026,
,
K=8,0.029
0.03,
0.026,
0.03,
,
K=9,0.043
0.045,
0.037,
0.046,
,
K=10,0.053
0.06,
0.061,
0.037,
