Total execution time:,,
k=,0.012,
0.012,,
0.012,,
0.012,,
,,
k=,0.017,counterexample found
0.013,,
0.023,,
0.014,,
,,
k=,0.021,
0.018,,
0.016,,
0.028,,
,,
k=,0.027,
0.026,,
0.035,,
0.021,,
,,
k=,0.030,
0.032,,
0.029,,
0.029,,
,,
k=,0.130,
0.131,,
0.128,,
0.132,,
,,
k=,0.084,
0.085,,
0.084,,
0.084,,
,,
k=,0.199,
0.198,,
0.198,,
0.202,,
,,
k=,0.639,
0.635,,
0.65,,
0.631,,
,,
k=1,2.716,
2.721,,
2.701,,
2.726,,
