Total execution time:,,
K=1,0.015,
0.013,,
0.019,,
0.012,,
,,
K=2,0.013,counterexample found
0.013,,
0.013,,
0.013,,
,,
K=3,0.015,
0.015,,
0.015,,
0.016,,
,,
K=4,0.016,
0.016,,
0.016,,
0.015,,
,,
K=5,0.023,
0.032,,
0.018,,
0.02,,
,,
K=6,0.032,
0.021,,
0.034,,
0.042,,
,,
K=7,0.023,
0.032,,
0.019,,
0.018,,
,,
K=8,0.025,
0.019,,
0.021,,
0.035,,
,,
K=9,0.041,
0.054,,
0.034,,
0.035,,
,,
K=10,0.047,
0.039,,
0.062,,
0.04,,
