Total execution time:,
K=1,0.013
0.012,
0.015,
0.012,
,
K=2,0.014
0.012,
0.017,
0.013,
,
K=3,0.018
0.016,
0.023,
0.016,
,
K=4,0.023
0.023,
0.022,
0.023,
,
K=5,0.083
0.084,
0.082,
0.082,
,
K=6,4.989
4.937,
5.114,
4.916,
,
K=7,10.000
