Total execution time:,,
k=,0.013,
0.016,,
0.012,,
0.012,,
,,
k=,0.016,counterexample found
0.013,,
0.023,,
0.013,,
,,
k=,0.015,
0.015,,
0.015,,
0.015,,
,,
k=,0.020,
0.019,,
0.019,,
0.022,,
,,
k=,0.027,
0.036,,
0.023,,
0.021,,
,,
k=,0.021,
0.02,,
0.021,,
0.021,,
,,
k=,0.023,
0.024,,
0.022,,
0.022,,
,,
k=,0.028,
0.029,,
0.028,,
0.028,,
,,
k=,0.041,
0.034,,
0.054,,
0.034,,
,,
k=1,0.049,
0.058,,
0.036,,
0.053,,
