Total execution time:,,
k=,0.017,
0.019,,
0.02,,
0.012,,
,,
k=,0.0223333333,counterexample found
0.023,,
0.021,,
0.023,,
,,
k=,0.017,
0.013,,
0.024,,
0.014,,
,,
k=,0.025,
0.025,,
0.026,,
0.024,,
,,
k=,0.0263333333,
0.028,,
0.026,,
0.025,,
,,
k=,0.0246666667,
0.017,,
0.028,,
0.029,,
,,
k=,0.0263333333,
0.03,,
0.03,,
0.019,,
,,
k=,0.028,
0.02,,
0.032,,
0.032,,
,,
k=,0.029,
0.019,,
0.034,,
0.034,,
,,
k=1,0.0356666667,
0.035,,
0.036,,
0.036,,
