Total execution time:,,
K=1,0.0173333333,
0.02,,
0.02,,
0.012,,
,,
K=2,0.019,counterexample found
0.022,,
0.022,,
0.013,,
,,
K=3,0.0246666667,
0.025,,
0.025,,
0.024,,
,,
K=4,0.019,
0.015,,
0.015,,
0.027,,
,,
K=5,0.0226666667,
0.018,,
0.017,,
0.033,,
,,
K=6,0.0296666667,
0.02,,
0.034,,
0.035,,
,,
K=7,0.0223333333,
0.015,,
0.019,,
0.033,,
,,
K=8,0.03,
0.036,,
0.034,,
0.02,,
,,
K=9,0.0493333333,
0.04,,
0.055,,
0.053,,
,,
K=10,0.06,
0.06,,
0.06,,
0.06,,
