Total execution time:,
k=,0.0206666667
0.02,
0.022,
0.02,
,
k=,0.0216666667
0.016,
0.022,
0.027,
,
k=,0.038
0.039,
0.037,
0.038,
,
k=,0.0483333333
0.053,
0.044,
0.048,
,
k=,0.0583333333
0.058,
0.058,
0.059,
,
k=,0.0783333333
0.078,
0.076,
0.081,
,
k=,0.09
0.088,
0.09,
0.092,
,
k=,0.1186666667
0.119,
0.116,
0.121,
,
k=,0.115
0.117,
0.113,
0.115,
,
k=1,0.182
0.191,
0.181,
0.174,
