Total execution time:,
k=,0.0143333333
0.012,
0.019,
0.012,
,
k=,0.0193333333
0.022,
0.023,
0.013,
,
k=,0.0186666667
0.026,
0.015,
0.015,
,
k=,0.0253333333
0.031,
0.03,
0.015,
,
k=,0.0353333333
0.036,
0.035,
0.035,
,
k=,0.0326666667
0.022,
0.038,
0.038,
,
k=,0.0386666667
0.045,
0.045,
0.026,
,
k=,0.0436666667
0.031,
0.051,
0.049,
,
k=,0.0493333333
0.036,
0.055,
0.057,
,
k=1,0.0616666667
0.061,
0.061,
0.063,
