Total execution time:,
K=1,0.018
0.024,
0.012,
0.019,
,
K=2,0.020
0.02,
0.02,
,
,
K=3,0.023
0.023,
0.022,
0.023,
,
K=4,0.024
0.023,
0.023,
0.025,
,
K=5,0.025
0.025,
0.026,
0.025,
,
K=6,0.024
0.028,
0.025,
0.02,
K=7,0.030
0.03,
0.03,
0.03,
K=8,0.029
0.033,
0.02,
0.034,
K=9,0.030
0.021,
0.035,
0.034,
K=10,0.029
0.024,
0.039,
0.023,
