Total execution time:,
k=,0.0203333333
0.021,
0.02,
0.02,
,
k=,0.0206666667
0.021,
0.021,
0.02,
,
k=,0.0236666667
0.026,
0.021,
0.024,
,
k=,0.028
0.027,
0.027,
0.03,
,
k=,0.0316666667
0.031,
0.032,
0.032,
,
k=,0.041
0.039,
0.043,
0.041,
,
k=,0.052
0.053,
0.05,
0.053,
k=,0.0603333333
0.059,
0.062,
0.06,
k=,0.0693333333
0.068,
0.07,
0.07,
K=10,0.0846666667
0.084,
0.086,
0.084,
