Total execution time:,,
K=1,0.019,
0.019,,
0.019,,
0.019,,
,,
K=2,0.0233333333,
0.024,,
0.023,,
0.023,,
,,
K=3,0.0256666667,counterexample found
0.025,,
0.026,,
0.026,,
,,
K=4,0.0256666667,
0.027,,
0.027,,
0.023,,
,,
K=5,0.0223333333,
0.026,,
0.026,,
0.015,,
,,
K=6,0.023,
0.015,,
0.025,,
0.029,,
,,
K=7,0.023,
0.017,,
0.026,,
0.026,,
,,
K=8,0.0266666667,
0.027,,
0.027,,
0.026,,
,,
K=9,0.0233333333,
0.018,,
0.026,,
0.026,,
,,
K=10,0.028,
0.027,,
0.031,,
0.026,,
