Total execution time:,,
k=,0.017,
,,
,,
,,
,,
k=,0.024,counterexample found
,,
,,
,,
,,
k=,0.029,
,,
,,
,,
,,
k=,0.036,
,,
,,
,,
,,
k=,0.036,
,,
,,
,,
,,
k=,0.1586666667,
0.158,,
0.161,,
0.157,,
,,
k=,0.12,
0.12,,
0.117,,
0.123,,
,,
k=,0.216,
,,
,,
,,
,,
k=,0.683,
,,
,,
,,
,,
k=1,2.857,
