Total execution time:,
k=,0.012
0.012,
0.011,
0.012,
,
k=,0.014
0.015,
0.014,
0.013,
,
k=,0.019
0.026,
0.015,
0.015,
,
k=,0.022
0.031,
0.018,
0.018,
,
k=,0.020
0.021,
0.02,
0.02,
,
k=,0.027
0.036,
0.023,
0.022,
,
k=,0.028
0.028,
0.028,
0.028,
,
k=,0.038
0.032,
0.03,
0.051,
,
k=,0.043
0.036,
0.057,
0.036,
,
k=1,0.043
0.042,
0.043,
0.044,
