Total execution time:,,
k=,0.012,
0.013,,
0.012,,
0.012,,
,,
k=,0.016,counterexample found
0.012,,
0.022,,
0.013,,
,,
k=,0.013,
0.013,,
0.013,,
0.014,,
,,
k=,0.016,
0.018,,
0.014,,
0.015,,
,,
k=,0.020,
0.018,,
0.016,,
0.027,,
,,
k=,0.018,
0.017,,
0.017,,
0.019,,
,,
k=,0.022,
0.019,,
0.029,,
0.018,,
,,
k=,0.024,
0.032,,
0.018,,
0.021,,
,,
k=,0.028,
0.033,,
0.032,,
0.02,,
,,
k=1,0.025,
0.035,,
0.021,,
0.02,,
