Total execution time:,
K=1,0.015
0.012,
0.021,
0.013,
,
K=2,0.014
0.013,
0.014,
0.014,
,
K=3,0.018
0.018,
0.019,
0.017,
,
K=4,0.030
0.028,
0.028,
0.034,
,
K=5,0.066
0.059,
0.061,
0.078,
,
K=6,0.177
0.181,
0.175,
0.176,
,
K=7,0.448
0.449,
0.449,
0.447,
,
K=8,1.985
2.003,
1.968,
1.985,
,
K=9,5.395
5.37,
5.387,
5.427,
,
K=10,10.000
