ref-1,0.009,0.008,0.013,0.012,0.012,0.007,0.005,0.012,0.012,0.013,0.012,0.009,0.012,0.012,0.008,
ref-1-e,0.032,0.006,0.028,0.026,0.025,0.017,0.006,0.011,0.012,0.014,0.013,0.014,0.014,0.012,0.008,
ref-2,0.009,0.007,0.013,0.013,0.009,0.007,0.007,0.012,0.012,0.012,0.012,0.008,0.012,0.009,0.012,
ref-2-e,0.008,0.009,0.010,0.010,0.012,0.012,0.013,0.013,0.013,0.011,0.007,0.009,0.013,0.008,0.013,
ref-3,0.015,0.012,0.014,0.016,0.017,0.013,0.016,0.024,0.028,0.047,0.099,0.220,0.214,0.209,0.210,
