Total execution time:,
k=,0.017
0.014,
0.019,
0.019,
,
k=,0.012
0.012,
0.012,
0.012,
,
k=,0.015
0.012,
0.011,
0.023,
,
k=,0.022
0.03,
0.018,
0.018,
,
k=,0.041
0.041,
0.042,
0.04,
,
k=,10.000
